date,total_public_private_pay,residential_public_private_pay,commercial_public_private_pay,industrial_public_private_pay,institutional_others_public_private_pay,civil_engineering_public_private_pay,total_public_pay,residential_public_pay,commercial_public_pay,industrial_public_pay,institutional_others_public_pay,civil_engineering_public_pay,total_private_pay,residential_private_pay,commercial_private_pay,industrial_private_pay,institutional_others_private_pay,civil_engineering_private_pay,total_public_private_con,residential_public_private_con,commercial_public_private_con,industrial_public_private_con,institutional_others_public_private_con,civil_engineering_public_private_con,total_public_con,residential_public_con,commercial_public_con,industrial_public_con,institutional_others_public_con,civil_engineering_public_con,total_private_con,residential_private_con,commercial_private_con,industrial_private_con,institutional_others_private_con,civil_engineering_private_con,Total,  Manufacturing,  Construction,  Wholesale Trade,  Retail Trade,  Transportation & Storage,  Accommodation,  Food & Beverage Services,  Information & Communications,  Finance & Insurance,  Real Estate,  Professional Services,  Administrative & Support Services,"  Education, Health & Social Services","  Arts, Entertainment, Recreation & Other Services",  Others
2000-04-01,1143.2,436.2,105.4,225.3,144.3,231.9,588.8,220.4,37.3,14.6,114.6,201.9,554.4,215.8,68.1,210.7,29.8,30,1156.6,434.2,48.6,471.8,167.6,34.4,335.7,202.6,2.1,41.4,71,18.7,820.9,231.6,46.6,430.5,96.6,15.7,3299,232,313,714,325,147,9,118,419,146,40,334,177,103,207,15
2000-03-01,1320.8,449.9,111.9,196.8,291.5,270.8,797.9,232.2,45.1,28.2,255.3,237.1,522.9,217.7,66.7,168.6,36.2,33.7,1000.3,299.4,82.7,217,189.8,211.4,425,37.9,18.4,12.8,172.8,183.1,575.3,261.5,64.3,204.2,17,28.3,3944,239,439,742,456,177,7,115,506,171,55,372,282,146,222,15
2000-02-01,1249.6,411.7,122.4,241.2,229.6,244.8,661.6,182.5,48.5,13,202.3,215.3,588,229.2,73.9,228.2,27.3,29.6,1705.4,346.5,114.5,735.2,326.3,183,482.2,127.3,4,1.8,261.7,87.5,1223.2,219.1,110.5,733.5,64.6,95.5,2968,175,325,623,310,123,3,95,358,123,58,333,170,88,173,11
2000-01-01,1342.6,455.5,127.9,223.6,217.6,318,730.5,195.6,46.3,26.2,187.4,274.9,612.1,259.9,81.6,197.4,30.2,43.1,1406.6,532.3,49.9,315.4,177.7,331.3,626.6,148,1.3,74.9,156.5,245.9,780.1,384.3,48.6,240.5,21.2,85.4,2762,169,231,598,306,134,4,101,304,121,71,274,186,102,149,12
1999-12-01,1451.5,600,129.6,213.2,241.8,267,812.3,298,39.2,32.7,205.1,237.2,639.3,302,90.4,180.5,36.6,29.8,1565.8,292.6,54.9,587.4,192.5,438.4,667,132.8,11.8,3.2,129.4,389.8,898.9,159.8,43.1,584.3,63.1,48.6,2891,180,276,634,304,144,3,103,303,143,53,300,159,122,157,10
1999-11-01,1326.6,531.2,121.2,204,195.7,274.5,749.2,274.3,41.9,33.3,162.8,237,577.4,256.9,79.3,170.8,32.9,37.5,715.5,293.4,101.2,146.4,120.1,54.4,135.4,8.4,0.6,4.7,89,32.7,580.1,285,100.6,141.8,31.1,21.7,2794,153,275,575,377,125,6,103,258,119,48,281,161,114,186,13
1999-10-01,1385.5,544.1,145.3,190.4,214.9,290.9,806.3,281.8,45.5,39.6,184.3,255.1,579.3,262.2,99.8,150.8,30.6,35.8,1392.7,488.6,195.3,290.9,264.8,153.1,504.3,59.8,5.1,70.9,241.7,126.9,888.4,428.8,190.2,220,23.1,26.3,3213,182,340,690,369,159,2,155,277,116,56,347,168,110,228,14
1999-09-01,1392,572.3,118.7,231.9,191.6,277.4,805.3,308.8,41,48.1,162.9,244.6,586.6,263.5,77.7,183.8,28.7,32.9,786.1,336.6,44.5,92.9,201.7,110.5,397,170.9,15,6.3,108.2,96.6,389.1,165.7,29.4,86.5,93.6,13.9,3122,175,325,695,395,157,2,154,252,114,49,309,156,119,213,7
1999-08-01,1410.2,576.3,114.5,203.4,201.8,314.1,827.7,296.6,35.6,38.2,177.6,279.7,582.5,279.8,79,165.2,24.2,34.4,755.5,252.1,16.5,99,311,76.8,476.7,174.8,1.9,0.1,240.8,59.1,278.7,77.3,14.7,98.9,70.3,17.7,2822,168,323,630,335,127,2,129,195,110,62,276,146,112,196,11
1999-07-01,1477.8,593.4,115.7,283.2,195.6,289.8,813.3,320.4,36.8,44.9,163,248.1,664.5,273,78.8,238.3,32.6,41.7,943.9,369.2,51.3,100.6,277.8,145.1,528.5,161.2,12.7,38.8,206.4,109.4,415.5,208,38.6,61.8,71.4,35.7,3251,182,371,720,363,152,5,154,260,127,61,333,176,131,202,14
1999-06-01,1372.2,575.2,112.4,205.2,212.5,266.9,791.6,309.8,29.5,43.4,180.5,228.4,580.6,265.3,82.9,161.9,32,38.5,1324.7,535.9,42.8,210.4,267.5,268.1,835.4,476.3,4.5,52,232.8,69.8,489.2,59.6,38.3,158.4,34.7,198.2,2963,183,323,687,342,136,3,125,209,92,77,291,183,112,197,3
1999-05-01,1456.4,601.5,118.1,250.6,226.5,259.6,829.4,324.4,36.5,42.5,194.9,231.1,626.9,277.2,81.6,208.1,31.7,28.5,1001.9,452.6,10.8,77.8,157.3,303.5,409.1,242,0,1,114.4,51.7,592.8,210.6,10.7,76.8,42.9,251.8,3080,195,381,674,394,167,2,152,219,85,67,277,159,95,197,16
1999-04-01,1369.1,573.9,117.3,237.5,159,281.3,767.9,330.5,24.9,40.5,131,241,601.2,243.4,92.4,197.1,28,40.3,1322.3,634.8,123.3,428.6,49.5,86.1,696.8,594.3,0.4,4.6,41.6,55.9,625.5,40.5,122.8,424,7.9,30.3,3221,208,405,710,417,156,1,144,184,79,75,318,164,123,222,15
1999-03-01,1622.5,564.1,129.4,224.7,418.9,285.4,1016.7,319.9,33.2,37.8,386.9,238.9,605.8,244.2,96.2,186.9,32,46.5,1312.2,465.8,122.7,479.2,156.9,87.6,417.9,195.9,65.1,5.3,130.1,21.5,894.2,270,57.6,473.9,26.8,66.1,3131,206,398,721,359,143,0,131,180,77,51,330,162,128,221,24
1999-02-01,1329.3,502,101.1,159.9,266.3,300,812.2,250.9,26.7,34.3,237.1,263.1,517.1,251,74.4,125.6,29.2,36.9,729.6,185,115.2,48.4,189,191.9,442.1,130.9,2.1,0.6,123,185.5,287.5,54.2,113.1,47.8,66,6.4,2042,127,234,503,215,120,3,88,124,58,38,218,97,77,133,7
1999-01-01,1656.3,701.4,146.2,243.8,271.5,293.5,922.2,368.9,25.5,38.4,233.9,255.5,734.1,332.6,120.7,205.3,37.6,37.9,1245.9,632.3,3.7,88.5,119.1,402.2,934.3,476.8,0.1,4.6,73.3,379.6,311.6,155.5,3.7,83.9,45.8,22.6,2396,146,252,592,314,111,3,104,151,63,38,237,116,84,171,14
1998-12-01,1700.9,731.7,166.8,236.1,235.2,331.1,954,399.3,32.9,41,195.6,285.3,746.9,332.4,133.9,195.1,39.6,45.8,2429.3,307.9,143.9,497.5,95.8,1384.3,1829.8,255.4,132.5,0.7,83.5,1357.8,599.5,52.5,11.4,496.8,12.3,26.5,2517,166,284,608,310,117,2,135,129,73,67,241,117,105,154,9
1998-11-01,1529,685.3,142.6,193.8,232.4,274.8,890.5,388.5,28.4,38.8,194.4,240.4,638.5,296.8,114.2,155,38,34.5,608.4,326,101.6,44.6,40.5,95.7,518.6,302.9,94.5,20.7,29.2,71.3,89.9,23.1,7.1,23.9,11.3,24.4,2532,174,278,584,346,116,0,110,114,75,54,254,134,107,177,9
1998-10-01,1538.1,715.3,148.6,221.8,210.2,242.1,820.7,387.6,22.4,35.7,171.4,203.7,717.4,327.7,126.3,186.2,38.8,38.4,900.5,172.2,10,265.5,192.8,259.9,524.3,119.2,2,0,177,226.2,376.3,53.1,8.1,265.5,15.9,33.7,2700,173,313,694,333,115,4,133,155,90,46,253,133,85,165,8
1998-09-01,1640.7,733.8,155.7,250.4,219.7,281.1,892.6,402.9,28.4,33.9,175.9,251.5,748.1,330.9,127.3,216.5,43.8,29.6,813.4,277.2,120.2,132.5,74.5,209.1,522.2,168.6,110.3,0,64.8,178.5,291.2,108.6,9.9,132.5,9.7,30.5,2581,154,244,603,361,131,1,129,120,72,51,277,133,110,184,11
1998-08-01,1707.4,739.8,187.6,266.7,226.2,287,869.1,378.6,25.3,27.2,185.5,252.4,838.3,361.2,162.2,239.4,40.7,34.7,1082.9,423.6,47.2,68.3,448.1,95.7,790.8,288.1,0.7,6.7,437.2,58.2,292.1,135.5,46.5,61.6,10.9,37.5,2496,141,301,605,321,120,3,131,117,66,41,234,138,93,168,17
1998-07-01,1725.5,785,170.2,284.3,220.5,265.5,844.2,406.4,22.5,27.4,174.9,213,881.3,378.6,147.6,256.9,45.6,52.5,1527.3,359.8,82,175.7,156.3,753.6,1234.4,261.2,0,112,122.5,738.6,292.9,98.6,82,63.6,33.8,14.9,2679,162,309,607,374,107,3,141,127,67,57,284,136,111,187,7
1998-06-01,1703.8,779.5,172,272.6,214.2,265.6,851.3,404.8,21,26.3,170.5,228.7,852.5,374.7,150.9,246.2,43.7,36.9,1116.1,375.2,254.8,76,193.4,216.7,776.1,260.5,184.5,0,126.2,204.8,340,114.7,70.2,76,67.2,11.8,2480,168,296,624,294,118,5,115,134,54,50,220,131,102,157,12
1998-05-01,1650.7,728.5,174.1,273.1,216.2,258.8,804.9,367.3,21.2,26.3,172.4,217.8,845.7,361.1,153,246.8,43.8,41,2028.2,658.9,641.8,308.8,218,200.8,1247.7,449.3,239.1,206.7,174.6,178,780.5,209.6,402.7,102.1,43.4,22.8,2393,153,278,566,275,112,3,118,130,69,49,229,141,90,165,15
1998-04-01,1692.6,749.3,166.1,292.7,211.1,273.3,846.5,379.2,22.8,35.7,171.3,237.6,846,370.2,143.2,257,39.8,35.8,1759.8,613.1,253,471.4,297.4,124.9,964.9,334.2,229.3,31.2,270.2,100.1,794.8,278.9,23.8,440.3,27.2,24.8,2576,176,325,559,338,122,4,114,124,70,60,257,149,94,169,15
1998-03-01,1766.2,749.3,179.3,309.7,200.8,327.2,885.4,387.5,25.4,35.3,165.1,272.1,880.9,361.8,153.9,274.3,35.8,55.1,2175.9,566.9,690.2,503.8,176.9,238.1,1208.2,336.2,475.2,24,146.5,226.3,967.7,230.7,215,479.8,30.4,11.8,2785,201,336,608,336,152,3,121,129,67,59,285,179,91,208,10
1998-02-01,1461.4,626.3,146.4,263.8,188,237,705.3,309.1,24.6,30.3,156.7,184.6,756.1,317.2,121.8,233.4,31.3,52.3,1537.5,853.8,126.2,320.9,143,93.5,816.8,396.1,0.8,207.7,124.8,87.4,720.6,457.7,125.5,113.2,18.2,6,2360,185,339,527,275,121,5,100,108,64,35,217,130,75,175,4
1998-01-01,1712.2,736.6,167.7,316.3,217.3,274.2,807.8,339.8,28,31.9,183.1,225,904.4,396.8,139.8,284.4,34.2,49.2,657.5,384.4,11.8,114.9,108.1,38.3,229.8,123.3,2.8,0,70.7,33,427.7,261.1,9,114.9,37.4,5.3,1822,105,209,424,163,114,5,79,94,68,33,214,105,71,128,10
1997-12-01,1819.9,868.5,173.4,326.5,198.4,253.1,815.6,397,29.1,41.2,162.1,186.3,1004.2,471.6,144.3,285.3,36.3,66.8,2014.7,1162.7,71.7,318.1,388,74.3,954.5,514.9,2,36.3,337.9,63.3,1060.3,647.8,69.7,281.8,50.1,11,2238,147,232,525,269,107,4,100,114,94,69,243,104,86,138,6
1997-11-01,1747.5,772.4,194.7,289.8,220.5,270.1,867.7,394.6,32.8,51.7,177,211.5,879.8,377.8,161.9,238.1,43.5,58.6,1695.4,820.6,159,482.6,180.2,53,690.3,390.1,91.6,8.8,150.3,49.6,1005.1,430.5,67.4,473.9,29.9,3.4,2431,149,276,580,267,112,8,118,98,104,61,255,154,80,156,13
1997-10-01,1728.4,812.2,171.8,296.9,206.6,240.9,852.6,404.7,31.1,44.6,170.6,201.6,875.9,407.6,140.7,252.4,35.9,39.3,3159.3,1211.6,377.3,873.3,341.5,355.7,1019.6,462,0.9,0,213.5,343.2,2139.8,749.6,376.4,873.3,128,12.5,2666,188,303,636,320,106,6,130,118,95,61,279,139,104,166,15
1997-09-01,1687,787.8,152.8,280.9,216.1,249.4,861.2,393.2,22.3,44.9,174.5,226.3,825.8,394.6,130.5,236,41.7,23.1,2022.4,1010.7,243.2,252.1,126.5,389.8,1164.4,450.9,192.2,41.1,97,383.3,857.9,559.8,51,211,29.6,6.5,2850,169,338,711,325,155,2,135,140,115,62,268,159,84,169,18
1997-08-01,1817.6,790.1,173.8,320.3,203.1,330.3,926.4,374.3,27.8,44.8,168.8,310.7,891.2,415.9,146,275.5,34.3,19.6,1712.4,786.5,134.7,403,71.3,316.9,794.2,379.5,63.4,14.3,25.9,311.1,918.3,407,71.3,388.7,45.4,5.9,2562,171,316,607,308,143,3,105,119,96,60,247,147,73,156,11
1997-07-01,1682.9,778.7,141.3,308.4,191.9,262.6,868.4,386.8,35.7,47.3,161.9,236.8,814.4,391.9,105.7,261,30,25.9,2395.5,917.8,261.2,140.5,122.5,953.5,1514.6,405.8,36.2,34.6,90.5,947.6,880.9,512,225,106,32,5.9,3089,202,364,712,357,154,5,122,138,150,65,333,164,107,199,17
1997-06-01,1569.1,719.4,158.8,276.2,182.1,232.5,798.1,368.4,37.4,34.4,149.7,208.3,770.9,351,121.4,241.9,32.5,24.2,2178,497.9,33.2,316.2,321.8,1008.9,1381.8,73.2,1.1,63.1,276.5,967.9,796.1,424.7,32.1,253.1,45.2,41,2644,163,349,635,258,141,1,130,117,123,73,271,115,81,171,16
1997-05-01,1498.9,703.8,138.5,255.2,183.9,217.6,761.8,351.4,34,29.6,152.3,194.4,737.2,352.4,104.5,225.6,31.6,23.2,1289.1,637.6,124.3,180.2,77.7,269.3,544.9,169.8,0.5,45.9,66.9,261.9,744.2,467.8,123.8,134.4,10.9,7.4,2826,166,384,691,322,138,3,128,110,122,86,287,133,76,166,14
1997-04-01,1461.8,637.4,171.4,241.6,174.8,236.7,747.9,314.5,41.3,29,146.9,216.2,714,322.9,130.1,212.7,27.9,20.5,2202,864.5,160,436.2,142.4,598.9,1094.1,385.4,6.4,13.1,99.7,589.5,1108,479.2,153.6,423.1,42.8,9.3,3021,213,374,733,314,169,9,160,131,146,99,275,130,75,173,20
1997-03-01,1478.8,642.2,138.1,254.2,172.8,271.6,742.6,326.8,19.7,16.2,140.8,239.1,736.3,315.4,118.4,237.9,32,32.5,1615.9,1178.7,47.3,247.7,79.8,62.4,625.2,524.9,0,35.3,14.3,50.7,990.6,653.8,47.3,212.4,65.6,11.6,3075,206,446,689,318,163,2,142,137,148,110,278,147,71,208,10
1997-02-01,1178.1,503.4,138.8,216.5,129.7,189.7,551.8,224.5,18.7,35.3,107.1,166.3,626.2,278.9,120.1,181.2,22.6,23.4,1827.8,893.5,422.6,154.9,232.1,124.6,1093.9,425.6,328.1,25.2,202.9,112,734,467.9,94.4,129.7,29.2,12.6,2110,142,322,448,214,117,6,95,107,82,54,231,92,58,130,12
1997-01-01,1565.6,702,158.8,325.8,191.8,187.3,708.4,329.2,20.3,41.9,155.7,161.4,857.2,372.8,138.6,283.9,36.1,25.9,2287.1,1327.2,187.6,163.1,280,329.2,852.4,277.3,66,4.5,177.6,327,1434.7,1049.9,121.6,158.6,102.5,2.2,2637,186,334,634,266,139,4,98,138,140,91,279,122,73,116,17
1996-12-01,1475.6,679.1,155.8,265,139.3,236.4,723.3,356.9,22.2,48.9,104,191.3,752.3,322.2,133.5,216.1,35.3,45.2,1843.7,727.5,119.3,263.1,107.1,626.7,1131.3,338.6,1.2,95.6,71.3,624.5,712.4,388.8,118.1,167.5,35.8,2.3,2506,143,299,587,271,131,6,99,128,178,72,276,95,82,123,16
1996-11-01,1464.3,647.4,165.4,298.2,135,218.3,694.3,319.7,21.2,64.6,107.1,181.8,770.1,327.7,144.3,233.6,28,36.5,1389.3,662.8,51,262.6,331.9,80.9,693.9,334,0.3,1.1,290.9,67.7,695.3,328.9,50.7,261.5,41,13.3,2611,184,323,618,296,116,9,137,121,116,79,249,121,72,156,14
1996-10-01,1442.6,625.5,176.6,294.9,138.5,207,662.6,316.6,18.3,54.6,102.6,170.6,780,308.9,158.4,240.4,35.9,36.5,1445.8,739.7,226.9,351.4,76.7,51.1,646.9,450.4,39.9,81.6,51.1,23.9,798.9,289.3,187,269.8,25.6,27.3,2970,198,424,707,324,169,4,141,124,116,113,274,112,89,167,8
1996-09-01,1409.5,646.9,142.3,280.6,140,199.7,679.1,317.7,16.3,73.5,104.7,166.9,730.4,329.2,126,207,35.3,32.8,1886.2,1209.4,251.3,192.2,165.7,67.6,710.7,491.6,15.1,18.9,128.3,56.9,1175.5,717.9,236.2,173.2,37.5,10.7,2663,189,334,644,285,133,3,150,124,133,82,251,115,75,131,14
1996-08-01,1353.7,628.5,144,274.4,138.9,167.9,632.4,303.2,19.4,60.5,105.2,144.2,721.3,325.4,124.6,213.9,33.7,23.7,1474.3,423.4,194.1,498.3,258.1,100.4,635.6,239.5,14.5,80.2,216.2,85.2,838.7,183.9,179.7,418.2,41.9,15.2,2680,181,339,655,276,154,3,126,106,121,91,279,133,64,140,12
1996-07-01,1267.3,590,135.8,274.7,119.1,147.7,574.5,289.8,17.6,59.9,84.1,123.1,692.8,300.1,118.2,214.8,35.1,24.5,1659.1,507.6,195.8,336.2,402.7,216.9,1019.5,292.9,34.2,119.1,367.4,205.8,639.6,214.6,161.5,217.1,35.4,11,2913,228,407,649,287,135,8,140,120,136,96,288,158,75,168,18
1996-06-01,1363.6,569.4,173.6,340.2,112.8,167.7,566,269.6,13.8,55.7,84.5,142.4,797.6,299.8,159.8,284.4,28.3,25.3,2983.8,772.6,205.3,400.2,283.6,1322.1,1954.3,353.5,2.8,41.3,259.2,1297.5,1029.5,419.2,202.6,358.9,24.4,24.6,2752,196,348,660,284,139,11,110,108,129,89,288,132,84,160,14
1996-05-01,1221.3,568.9,121.8,254.9,113,162.5,540.1,256.9,10.3,47.1,81.9,144,681.2,312.1,111.6,207.9,31.2,18.5,1458.3,351.1,383.4,200.8,372.4,150.7,724.5,121.4,120.2,0.1,339.6,143.2,733.8,229.8,263.2,200.7,32.7,7.5,2968,230,358,743,346,135,4,133,110,154,103,270,111,90,171,10
1996-04-01,1190.3,545.9,129.2,234.3,114.1,166.8,544.3,258.1,14.5,40.6,92.5,138.6,646,287.9,114.7,193.7,21.6,28.2,2359.1,792.1,312.1,571,159,525,1049.5,514.7,1.9,28.3,115,389.6,1309.6,277.4,310.3,542.7,44,135.4,2848,191,373,711,326,171,2,128,82,121,114,288,111,62,158,10
1996-03-01,1154.7,479.2,138.7,261.4,109.4,166,533.1,248.4,15.8,40,86.7,142.2,621.6,230.8,122.9,221.4,22.7,23.8,1115,427.8,77.6,506.2,54.1,49.3,385.1,242.1,18.5,28.5,49.3,46.7,729.9,185.8,59.1,477.7,4.7,2.6,3076,222,459,726,345,157,1,159,105,139,110,274,113,85,165,16
1996-02-01,1105,431.6,154.3,232.4,127.7,159,483,189.6,22.1,34.3,94,143.1,622,242,132.3,198.1,33.7,15.9,1560.3,442.4,153.8,112,65.9,786.1,1109.7,219,52.6,6,52.5,779.5,450.6,223.3,101.2,106,13.4,6.7,2132,156,281,514,196,115,4,102,83,116,73,200,94,65,126,7
1996-01-01,1323.8,577.4,137.2,285.8,147.6,175.8,596.8,273.1,18,39.1,113.1,153.6,727,304.3,119.2,246.8,34.5,22.2,1115.7,441,149.7,400.4,68,56.6,576.1,213.4,17.2,254.5,46.5,44.4,539.6,227.5,132.5,145.9,21.5,12.2,2666,191,322,678,267,157,6,98,94,114,115,259,129,66,157,13
1995-12-01,1184.5,493.3,173.8,233.3,110.9,173.3,546,243.7,26,32.2,88.9,155.3,638.5,249.7,147.8,201.1,22,18,1782.6,1289.2,177.9,128.5,73.4,113.5,803.4,682.6,0.4,18.4,35.3,66.7,979.1,606.6,177.5,110.1,38.1,46.8,2208,155,262,587,232,113,1,93,88,116,75,215,86,63,119,3
1995-11-01,1120.2,470.4,146,224,112,167.8,519.3,233,23.8,26.4,89.4,146.7,600.9,237.4,122.2,197.6,22.6,21.2,2158.3,803.2,26.5,553.3,725.1,50.3,1083.6,329.7,0,0.4,705,48.5,1074.7,473.4,26.5,552.9,20,1.8,2627,200,307,699,269,142,3,128,89,126,95,237,124,87,110,11
1995-10-01,1131.3,474.1,162.8,198.3,110.3,186,531.3,237.2,25.3,31.4,91.4,146,600,236.8,137.4,166.9,18.8,40,1198.2,385.4,161.8,86.3,86,478.8,802.1,264.4,0.2,8.9,73,455.6,396.1,121,161.6,77.4,13,23.2,2490,164,299,661,281,130,6,107,98,130,82,203,103,75,135,16
1995-09-01,1087.9,459,160.8,186.9,109.4,171.9,542.3,231,16.8,34.7,93.9,166,545.6,228,144,152.2,15.4,5.9,1144.4,563.9,68,253.9,170.8,87.7,603.6,355.6,1.4,23.9,169.1,53.7,540.8,208.3,66.5,230.1,1.8,34.1,2659,174,281,679,339,143,6,119,75,144,112,254,110,72,144,7
1995-08-01,1007.9,440.2,163.3,181,99.5,124,462.6,209.2,25.7,31.2,84.2,112.3,545.3,230.9,137.6,149.8,15.3,11.8,1278.5,814.4,107.8,115.5,167,73.8,649.8,510.3,5.7,0.1,63.7,70.1,628.6,304.1,102.1,115.4,103.3,3.7,2659,197,265,726,293,138,6,148,92,123,101,248,101,67,140,14
1995-07-01,1029,438.4,175.8,172.3,117.6,124.9,480.9,221.4,16,29.8,98.1,115.6,548.2,217.1,159.8,142.5,19.5,9.3,1308,409.4,104.1,247.7,96.8,450,844.4,268.6,12.5,46.6,72.8,443.9,463.6,140.7,91.6,201.1,24,6.2,2751,194,313,690,296,149,5,136,87,152,113,269,101,89,147,10
1995-06-01,1018.7,418.9,168.5,167.9,123.3,140.1,507.6,220.3,16.4,30.3,106.6,134,511.1,198.6,152.2,137.6,16.7,6.1,1082.9,742.4,15.7,230.4,38.6,55.8,468,342.5,1.2,52,19.1,53.3,614.9,400,14.5,178.4,19.5,2.5,2758,210,320,706,336,148,1,121,93,146,86,242,106,71,157,15
1995-05-01,992.1,386.3,171,170.4,127.6,136.9,457.8,178.5,17.1,21.6,110.4,130.2,534.3,207.8,153.8,148.8,17.2,6.6,1555.2,800.4,125.7,231.7,99.8,297.5,749.7,381.4,2.1,15.6,84.5,266.1,805.5,419.1,123.6,216.1,15.3,31.4,2570,192,291,668,286,127,1,132,76,133,94,266,93,56,143,12
1995-04-01,906.5,355.4,149.8,149.7,135.4,116.1,455.3,195,12.6,21.9,118,107.8,451.2,160.5,137.2,127.8,17.4,8.4,1618.2,636.2,152.6,342.1,403.1,84.3,925.1,284.1,75.7,123.7,372,69.5,693.2,352,76.8,218.4,31.1,14.8,2795,244,324,686,333,152,4,121,74,133,120,265,112,52,162,13
1995-03-01,890,313.7,158.3,142.2,116,159.8,446.4,161.4,14.6,24.5,94.8,151.2,443.6,152.3,143.7,117.7,21.3,8.6,1703.2,737.1,110.5,249.1,26.2,580.3,958.7,305.7,1.3,93.4,18.7,539.6,744.6,431.4,109.2,155.8,7.5,40.7,3025,299,373,783,338,178,8,108,82,105,115,272,102,82,172,8
1995-02-01,777.7,288,153.5,104.3,101,130.9,393.2,159.6,9.1,16.7,86.9,120.8,384.5,128.4,144.4,87.6,14.1,10.1,1108.8,488.4,44.2,138.8,58.4,379,511.6,91.3,2.6,11.1,52.5,354.2,597.2,397.2,41.6,127.8,5.9,24.8,2397,207,263,628,265,141,0,92,93,102,82,229,93,64,131,7
1995-01-01,999.9,394.4,170.2,149.3,115.8,170.2,476.4,195.6,12.9,23.9,84.3,159.7,523.5,198.8,157.3,125.4,31.5,10.5,1349.1,304.1,365.4,122.7,56,500.8,636.2,224.2,0.5,29,10.2,372.3,712.9,79.9,364.9,93.7,45.8,128.6,2243,145,252,629,222,135,2,83,83,126,102,200,87,56,103,18
1994-12-01,1046.6,396.1,203,119,168.2,160.4,541.6,213,16.9,21.6,135.8,154.4,505,183.1,186.1,97.4,32.4,6,952,454.5,148.5,279,27.7,42.3,505.8,380.9,7.6,61.6,15.5,40.2,446.2,73.6,140.9,217.4,12.2,2.1,2323,168,224,657,253,126,3,106,83,137,107,204,78,76,84,17
1994-11-01,947.8,398.8,118.4,131,134,165.8,494.9,204.4,13.1,16.4,106.8,154.3,452.9,194.4,105.3,114.6,27.2,11.5,1222,772.9,199.4,163,44.2,42.5,527.1,252.3,86.3,113,37.1,38.3,694.9,520.6,113.1,50,7.1,4.2,2640,173,243,770,301,145,3,125,74,154,117,210,97,70,148,10
1994-10-01,1066,390.7,236.4,159.1,146.1,133.8,496.2,235.4,10,16.7,106.2,127.9,569.8,155.3,226.4,142.4,39.9,5.9,939.3,300.7,52.4,394.6,134.7,57,264.6,167.4,2.5,10.5,36.4,47.9,674.7,133.3,49.9,384.1,98.3,9.1,2764,193,277,777,331,129,3,113,84,168,116,233,110,73,144,13
1994-09-01,1050.3,387.4,226.2,134.6,138.4,163.7,516.1,230.9,14.5,15.5,103.8,151.4,534.2,156.5,211.7,119.1,34.6,12.3,1101,509.6,387.7,112.1,35.3,56.3,266.6,191.9,0.3,0.3,25.7,48.3,834.5,317.6,387.4,111.8,9.6,8,2841,190,275,786,338,155,9,115,67,172,116,276,102,64,162,14
1994-08-01,953,368.9,163.9,110.1,139.2,171.1,498.3,212.2,14.4,16.1,102.8,152.9,454.7,156.7,149.5,94,36.4,18.2,1597,929.3,53.9,328.5,143.1,142.2,677,391,4.4,11.3,136.3,134.1,920,538.3,49.5,317.2,6.9,8.1,2608,215,268,699,305,139,3,116,88,111,102,235,97,71,150,9
1994-07-01,976.8,379.8,185.6,110.4,142.6,158.3,507.1,234.1,13.9,15.3,96.3,147.5,469.7,145.7,171.7,95.1,46.3,10.8,812.2,438.5,88.2,149.1,89.8,46.5,408.8,250.5,34.4,14,65.4,44.6,403.4,188,53.9,135.2,24.5,1.9,2631,205,289,701,308,145,2,109,58,132,120,245,91,68,146,12
1994-06-01,892.3,356.9,137.7,92.4,141.1,164.2,499.9,227.6,14.5,13.9,95.6,148.3,392.4,129.3,123.2,78.5,45.5,15.9,918.5,602.8,31.2,112.6,38.2,133.8,490.9,288.8,2.3,51.5,20.1,128.3,427.6,313.9,28.9,61.1,18.1,5.6,2707,195,278,771,344,150,2,91,78,133,103,249,96,59,147,11
1994-05-01,843.9,344.4,135.8,105.3,112.2,146.4,440.6,206.6,9.4,18.9,67.3,138.5,403.3,137.8,126.4,86.4,44.9,7.9,505,223,65.1,61.4,53.9,101.6,213.2,70.7,2.6,2.4,47.3,90.2,291.7,152.3,62.5,59,6.5,11.5,2606,200,249,747,295,151,7,95,74,136,107,245,95,44,152,9
1994-04-01,835,353.9,124.3,88,129.2,139.5,455.9,224.4,11,19.5,79.6,121.4,379.1,129.5,113.3,68.5,49.6,18.1,1372.5,670.5,245.1,65.9,335.8,55.1,778.2,398.2,2.6,5.8,317.7,54.1,594.3,272.4,242.5,60.2,18.1,1.1,2775,230,284,796,316,162,2,101,82,117,125,241,94,51,159,15
1994-03-01,977.3,374.9,205.6,96.8,142,158,469,225.4,7.9,17.2,79.8,138.7,508.3,149.5,197.7,79.6,62.2,19.3,740.8,234.9,65.5,118.2,201.5,120.8,293.2,87.4,11.7,10.4,146.4,37.3,447.6,147.4,53.8,107.8,55,83.5,3077,251,324,891,356,155,4,128,73,159,139,261,104,70,148,14
1994-02-01,749.6,293.4,87,69.7,117.8,181.6,446.6,174.2,6.3,12.2,80.9,173,303,119.2,80.7,57.5,36.9,8.6,1015.8,505.6,116.5,97.5,252.8,43.4,471.7,141.4,4.7,45.4,239.8,40.3,544.1,364.2,111.8,52,13,3,2093,179,258,601,194,119,0,57,67,101,82,186,69,51,121,8
