date,total_public_private_pay,residential_public_private_pay,commercial_public_private_pay,industrial_public_private_pay,institutional_others_public_private_pay,civil_engineering_public_private_pay,total_public_pay,residential_public_pay,commercial_public_pay,industrial_public_pay,institutional_others_public_pay,civil_engineering_public_pay,total_private_pay,residential_private_pay,commercial_private_pay,industrial_private_pay,institutional_others_private_pay,civil_engineering_private_pay,total_public_private_con,residential_public_private_con,commercial_public_private_con,industrial_public_private_con,institutional_others_public_private_con,civil_engineering_public_private_con,total_public_con,residential_public_con,commercial_public_con,industrial_public_con,institutional_others_public_con,civil_engineering_public_con,total_private_con,residential_private_con,commercial_private_con,industrial_private_con,institutional_others_private_con,civil_engineering_private_con,Total,  Manufacturing,  Construction,  Wholesale Trade,  Retail Trade,  Transportation & Storage,  Accommodation,  Food & Beverage Services,  Information & Communications,  Finance & Insurance,  Real Estate,  Professional Services,  Administrative & Support Services,"  Education, Health & Social Services","  Arts, Entertainment, Recreation & Other Services",  Others
2023-06-01,2735,785,220,590,450,690,1385,355,10,80,330,610,1350,430,210,510,120,80,1494.1,382.2,124.4,621.2,210.7,155.7,397.6,21,0.3,33.3,189.1,154,1096.5,361.2,124.1,587.9,21.6,1.7,5688,199,289,897,472,206,11,303,822,600,67,995,234,271,297,25
2023-05-01,2660,790,232,545,378,715,1342,360,12,87,258,625,1318,430,220,458,120,90,2222.5,1143.3,20.4,394.7,621,43,1497.3,847,0.2,10.3,605.4,34.4,725.2,296.3,20.3,384.4,15.7,8.6,6570,247,317,1034,534,259,11,370,887,751,59,1109,265,322,377,28
2023-04-01,2515,790,225,545,385,570,1195,365,15,55,260,500,1320,425,210,490,125,70,1692.5,432.5,322.9,555.6,190.3,191.1,528.6,13.8,1.4,150.4,171.9,191.1,1163.9,418.7,321.5,405.2,18.4,0,5692,210,260,884,458,229,9,317,751,569,78,993,245,337,322,30
2023-03-01,2743.7,795.3,220.9,643.5,582.6,501.4,1366.1,375,18.7,85.3,462.8,424.2,1377.7,420.3,202.2,558.2,119.8,77.2,3057.3,1596.7,207,137.6,409.8,706.2,1843.9,757.1,0,6.5,383.4,696.9,1213.4,839.7,207,131.1,26.4,9.3,6722,252,336,1051,585,244,10,342,896,770,90,1130,247,338,393,38
2023-02-01,2808.8,725.8,192.9,725.5,457.6,707.1,1394.2,322.8,9.5,94.3,339.3,628.3,1414.6,403,183.4,631.3,118.3,78.7,3425.5,1407.8,799.7,80.6,687.6,449.8,1617.5,521.8,20.1,0,644,431.7,1808,886.1,779.6,80.6,43.6,18.1,5672,204,319,831,460,230,3,303,761,604,86,997,229,276,345,24
2023-01-01,2657.2,740.7,209.4,630.8,445.5,630.9,1267.2,348.6,9.7,47.6,298.6,562.7,1389.9,392,199.7,583.2,146.9,68.2,2618.8,1039.2,293.2,93,121.3,1072.2,1865.3,729.2,0.8,63.7,70,1001.6,753.5,310,292.4,29.3,51.2,70.7,5036,183,248,708,461,201,11,221,690,546,50,900,211,280,293,33
2022-12-01,2774.7,842.6,231.5,589.4,472.5,638.8,1365.5,355.4,21.1,84.1,347.3,557.7,1409.2,487.3,210.5,505.2,125.2,81.1,2863,483.2,258.6,331.6,222.5,1567.2,1962.3,192.6,5.7,26.4,196.2,1541.4,900.8,290.6,252.9,305.2,26.3,25.8,5135,197,247,804,422,172,3,214,693,678,56,879,196,257,293,24
2022-11-01,2759.4,783.6,209.7,640.9,415.8,709.5,1357.1,344.4,11.3,67.7,294.5,639.1,1402.3,439.2,198.4,573.2,121.3,70.3,2821.4,1753.4,58.4,98.9,757.5,153.2,1584.1,1243.5,9.2,0,179.3,152.2,1237.3,509.9,49.2,98.9,578.3,1,5661,232,266,901,410,216,6,233,777,703,60,983,212,296,330,36
2022-10-01,2678.7,812.6,179.4,691.5,374,621.2,1283.7,369.8,11.8,104.6,250.1,547.3,1395,442.8,167.6,586.8,123.9,73.9,1534.3,525.5,40,268,291.2,409.7,692.2,141.3,2.7,0,200.6,347.6,842.2,384.2,37.3,268,90.6,62.1,5113,192,251,829,405,218,3,289,691,593,75,780,199,238,322,28
2022-09-01,2619.6,784.2,183,551.6,410.4,690.4,1362.6,379.6,11.3,63.3,297.3,611.2,1257,404.7,171.7,488.3,113.1,79.2,2107.7,203,106,202.1,103.8,1492.7,1466.9,42.1,12.2,71.2,97.3,1244.1,640.8,160.9,93.9,131,6.5,248.6,5669,192,290,855,455,226,8,322,743,723,80,909,228,282,330,26
2022-08-01,2608.1,775.5,163.8,682.4,349.4,637.1,1228.2,373.1,7.5,75.9,224.8,547,1379.9,402.4,156.3,606.5,124.6,90.1,1895.5,441.4,182.4,469.8,203.9,598.1,915.2,244.2,5,1.9,139.5,524.6,980.4,197.2,177.3,467.9,64.4,73.5,5859,216,291,912,523,243,19,295,856,703,59,897,209,227,379,30
2022-07-01,2572.7,756.9,159,575,386.1,695.8,1297.9,345.4,6.8,78.8,254.5,612.5,1274.9,411.6,152.2,496.2,131.7,83.3,3247.4,1004.4,80.8,1002.3,361.6,798.4,1323,860.4,0.9,10.3,337.5,113.9,1924.5,144,79.9,992,24,684.5,5437,190,236,808,472,218,9,302,723,736,51,900,200,229,336,27
2022-06-01,2417.2,703.4,164.1,539.5,399.4,610.9,1195.7,323.9,11.6,78.9,256.5,524.8,1221.5,379.5,152.4,460.6,142.9,86.2,2611.7,298.2,433.9,192.7,1257.4,429.6,1401.5,49.9,39.2,0,1217.2,95.3,1210.2,248.3,394.7,192.7,40.2,334.3,5369,196,306,753,384,229,7,303,763,698,50,857,186,222,383,32
2022-05-01,2336.3,690.3,151.1,541.5,338.8,614.7,1154.3,300.7,10.7,73,220.2,549.7,1182,389.6,140.4,468.5,118.6,65,2200.3,1062.7,14.7,123.8,212.6,786.4,1216,409.6,8.2,0.7,112.1,685.5,984.3,653.1,6.6,123.2,100.6,101,5149,198,259,751,379,207,5,260,734,610,66,884,190,239,342,25
2022-04-01,2276.6,678.3,149.8,512.6,286.3,649.6,1115.3,299.2,9.6,56.2,179.5,570.9,1161.3,379.1,140.2,456.4,106.9,78.8,1309.9,423.1,44.5,204.8,205.1,432.5,632.2,151.8,0.9,0,47,432.5,677.8,271.3,43.5,204.8,158.1,0,5455,203,268,723,376,220,2,301,729,818,74,887,192,215,424,23
2022-03-01,2735.8,670,143.7,658,456.8,807.4,1453.9,306.6,9,139.9,330,668.4,1281.9,363.3,134.7,518.1,126.8,139,3153.3,468.8,328.6,1152.1,285.6,918.2,1266.5,8.1,5.7,237.5,100.9,914.2,1886.9,460.7,323,914.6,184.7,4,5651,226,315,717,504,238,5,310,858,720,78,891,177,236,344,32
2022-02-01,2125.4,576.6,134.1,509.2,373.5,532,1067.2,254.9,12.5,85.1,242.2,472.5,1058.2,321.7,121.6,424.1,131.3,59.5,3148.1,1134,86.9,152.7,239,1535.5,2586.2,886,16.2,2.5,194,1487.6,561.9,248,70.6,150.2,45.1,48,4718,207,281,578,391,205,4,234,729,623,44,764,159,209,268,22
2022-01-01,2381.7,693.5,148.1,528.8,375.6,635.7,1267.7,316.7,11.6,96.5,281.5,561.4,1114,376.9,136.4,432.2,94.1,74.3,2893.7,1391.6,10.4,239.3,154.5,1098,2258,1098.7,2.2,0.6,107,1049.4,635.7,292.8,8.2,238.7,47.5,48.6,5089,188,251,691,462,196,3,272,760,704,49,839,174,223,255,22
2021-12-01,2455.3,612.1,138.5,658.9,382.8,663,1128.5,231.7,9.3,109.2,266.2,512.2,1326.9,380.4,129.3,549.7,116.6,150.9,1715.2,212.1,40,435.5,35.1,992.6,1144.5,125.1,0.1,5.4,24.4,989.6,570.7,86.9,39.9,430.1,10.8,3,5111,196,240,683,415,211,5,268,828,746,51,764,157,213,298,36
2021-11-01,2182.4,593.8,147.3,590.5,291,559.8,1042,242.1,7.6,77.6,197.2,517.5,1140.4,351.7,139.7,512.9,93.9,42.3,2543.8,660.2,70.3,470.7,161.5,1181.1,1824.8,529.1,0.6,0,137.3,1157.8,719,131.1,69.7,470.7,24.2,23.3,5357,199,251,770,477,218,11,271,831,778,56,761,172,247,286,29
2021-10-01,2306.2,569,137.1,742.4,311.7,546.1,1061.8,228.9,7.5,108.8,215.1,501.5,1244.4,340.1,129.6,633.6,96.6,44.5,2419.6,922.6,83.9,1168.2,93.6,151.3,901.5,497.2,24.4,200.7,28.7,150.4,1518.2,425.4,59.5,967.5,64.9,0.9,5269,203,229,625,749,232,6,312,632,720,64,803,146,242,267,39
2021-09-01,2100.7,529.3,138.6,470.2,332.3,630.3,983.6,201.2,6.7,70.4,231.8,473.5,1117.1,328.1,132,399.9,100.4,156.8,2744,1072,392.3,322.6,156.6,800.5,1571.9,607.8,19.7,32.6,118.1,793.7,1172,464.1,372.6,290,38.5,6.8,5385,226,256,652,728,220,2,334,658,734,64,800,154,248,291,18
2021-08-01,2190.8,502.3,128.1,573.8,359.9,626.6,1040.9,182.5,8.3,60.6,252.2,537.3,1149.9,319.8,119.8,513.2,107.7,89.4,2573.2,1077.7,306.7,120.3,659.4,409.2,1969,954.4,1,14.2,620.1,379.3,604.1,123.2,305.7,106.1,39.2,29.9,5381,216,250,675,794,255,7,288,588,708,52,808,152,266,293,29
2021-07-01,2294.3,521.8,113.7,674.5,355,629.2,1112.4,194.1,7.6,113.6,248.3,548.9,1181.8,327.7,106.1,561,106.7,80.3,2853.5,1020.1,386.1,437.5,56.3,953.6,1316.8,152.7,4.8,241.6,16.2,901.4,1536.7,867.3,381.2,196,40,52.2,5587,248,256,722,725,247,5,306,621,759,57,808,191,262,341,39
2021-06-01,2235.9,543.5,104,521.1,351.4,716,1134,234.5,7.1,77.7,252.4,562.3,1101.9,309,96.9,443.4,99,153.7,2174.2,465.5,601,682.1,163.6,262,364.4,80.9,0,9.2,87.2,187.1,1809.8,384.6,601,672.9,76.4,74.9,5469,237,238,682,740,262,5,293,686,698,65,825,154,261,301,22
2021-05-01,2036.7,550.2,116.7,401.5,373.9,594.3,1128.3,237.6,10.8,61.1,278.3,540.5,908.4,312.7,105.9,340.4,95.6,53.8,2897.4,565.5,455.4,269.2,128.4,1479,1951,472.9,12,0,25.7,1440.5,946.4,92.6,443.4,269.2,102.7,38.5,5091,190,228,634,701,230,9,296,602,635,40,829,129,267,269,32
2021-04-01,2027,570.3,124,435.9,293.5,603.3,1116.7,262.1,10.6,85.4,206.5,552.1,910.3,308.1,113.4,350.5,87.1,51.2,4033.5,1045.5,64,226.6,789.7,1907.7,3307.2,764.6,0.9,128.7,559.6,1853.3,726.3,280.9,63.1,97.9,230,54.4,5844,236,265,712,706,266,4,400,661,693,69,910,203,322,363,34
2021-03-01,2250.3,528.9,117.5,507.2,406.8,689.9,1225.4,237.1,9.1,124.4,311.4,543.4,1024.9,291.8,108.4,382.8,95.4,146.4,2528.7,335.6,317.5,477.3,367.8,1030.5,1334.8,18.6,0,262.6,49.9,1003.8,1193.9,317.1,317.5,214.7,317.9,26.7,6400,264,298,806,834,262,4,444,727,730,73,956,197,330,434,41
2021-02-01,1890.3,497.1,126.5,464.3,318.9,483.6,950.7,216.6,8.6,70.9,234.2,420.5,939.7,280.5,117.9,393.5,84.7,63.1,1041,614.3,15.1,143.1,101.4,167.1,385.3,256.7,0,29.9,71.4,27.3,655.7,357.7,15.1,113.2,30,139.8,4592,181,216,599,595,204,2,298,470,521,40,768,146,272,255,25
2021-01-01,2185.6,554.1,123.2,537.3,293.4,677.6,1154.1,260.6,9.8,75.9,206.3,601.4,1031.5,293.4,113.4,461.4,87.1,76.2,2410.4,1234.5,27.3,234.8,638.1,275.6,1770.2,877.2,1.6,8.1,610.1,273.2,640.2,357.3,25.7,226.7,28,2.4,5952,267,292,777,807,261,4,424,565,627,69,948,190,341,344,36
2020-12-01,2057.1,528.5,130.4,554.1,305.6,538.5,1011.5,222.7,7.8,86.1,229.5,465.4,1045.6,305.8,122.6,468,76.1,73.1,1655,900.1,52.6,557,75.5,69.9,1110.5,772.5,1,246.9,28.4,61.7,544.5,127.6,51.6,310.1,47.1,8.2,5405,212,249,762,776,213,5,355,558,568,73,819,164,294,325,32
2020-11-01,1918.9,508.2,119,524.7,274.3,492.9,938.4,223.2,7.5,76.7,184.9,446.1,980.5,284.9,111.5,448,89.4,46.8,1916.8,180.1,34,377.5,291.4,1033.8,1293.2,22.7,2,5.6,230.7,1032.2,623.5,157.4,32.1,371.8,60.7,1.6,5633,237,238,849,832,221,4,359,578,560,57,847,178,299,329,45
2020-10-01,1800.9,482,101.6,535.2,259.4,422.6,821.7,220.2,6.9,49,168.3,377.4,979.2,261.9,94.7,486.2,91.1,45.2,1601,931.8,141.9,186,87.4,253.9,915.2,712.4,8.5,0,61.1,133.1,685.8,219.4,133.3,186,26.3,120.8,6384,251,277,990,954,280,10,428,611,592,95,946,214,320,372,44
2020-09-01,1374,406.6,80.5,368.9,198.8,319.2,619.6,192,2.6,45.6,138.8,240.6,754.5,214.6,77.9,323.3,60,78.6,1511.3,373.4,133.1,629.1,46.1,329.7,291.2,140.7,0.1,33.8,36.9,79.8,1220.2,232.7,133,595.3,9.2,249.9,6047,231,237,1043,900,270,9,366,608,581,63,885,175,300,348,31
2020-08-01,1046.5,290.2,58,357.3,125.6,215.4,577.5,128.9,2,169.1,85.6,191.8,469.1,161.3,56,188.2,40,23.6,594.7,57.6,46.6,117.7,318.5,54.3,302.9,0.2,13.8,0,276.8,12.2,291.8,57.4,32.9,117.7,41.7,42.2,6210,264,205,1205,955,318,6,336,703,474,44,931,179,246,314,30
2020-07-01,939.9,181.4,43.6,393.8,100.8,220.4,345.7,67.4,0.9,11,65.6,200.9,594.2,114,42.7,382.8,35.2,19.4,1445.9,249.6,17,85.1,148.9,945.3,1140.8,136.9,5.2,0,142.7,856,305,112.6,11.8,85.1,6.2,89.3,6100,247,214,1232,965,286,3,315,595,529,53,837,188,287,325,24
2020-06-01,958.8,158.9,50,243.8,172.2,333.9,485.5,61.6,2.5,47.1,128.2,246.1,473.3,97.2,47.6,196.6,44,87.8,1896.4,482.2,382.3,636.8,227.5,167.6,1415,297.5,294.7,451.5,213.5,157.8,481.4,184.8,87.6,185.2,14.1,9.8,5563,241,148,1043,995,268,2,237,617,442,44,790,192,235,273,36
2020-05-01,772.6,123.1,68.5,251,111.3,218.7,361.8,18.1,0.8,58.9,79,205.1,410.8,105,67.7,192.2,32.3,13.6,1429.8,230.8,276.6,149.3,564.7,208.5,348.3,54.3,2.3,0,84.6,207.1,1081.5,176.5,274.3,149.3,480.1,1.5,3804,155,92,692,668,169,2,135,420,349,30,597,102,187,169,37
2020-04-01,1467.9,293.4,127.4,413.2,171.9,462,657.6,72.3,2.5,75.8,92.1,414.9,810.3,221.1,124.9,337.4,79.8,47.1,2460.4,345.5,35.3,868.6,803.8,407.3,1963.1,307.2,11.4,746.6,640.5,257.4,497.3,38.3,23.9,122,163.3,149.8,3768,130,102,693,543,232,5,138,444,365,21,632,112,177,153,21
2020-03-01,2638,535.4,144,635.2,552.2,771.2,1555.3,222.9,7.9,235.6,458.8,630,1082.7,312.4,136.1,399.5,93.5,141.2,2301.3,869.9,237.7,567.2,136.2,490.2,908.4,28.3,10.3,428.5,78.1,363.2,1392.9,841.6,227.4,138.8,58.1,127.1,4969,205,226,852,480,212,6,216,488,531,51,877,247,267,268,43
2020-02-01,2318.7,536.5,139.8,524.5,425.5,692.5,1339.1,240.3,7.6,124.6,331.3,635.3,979.6,296.3,132.1,399.9,94.2,57.1,2038,508.2,152.1,172.1,135.3,1070.4,1302,134.2,0.8,29.9,76.9,1060.3,736,374,151.3,142.2,58.4,10.1,4515,131,209,741,399,215,6,204,491,481,47,863,231,235,235,27
2020-01-01,2446.7,577.6,166.5,595.3,449.3,658.1,1399.7,271,4.3,163.2,356.7,604.6,1047,306.5,162.2,432.1,92.6,53.6,2194.3,309.6,114.6,358.3,948.4,463.3,1181.1,18.8,15,73.9,610.6,462.7,1013.2,290.8,99.6,284.4,337.8,0.5,5082,167,205,899,476,240,5,196,547,530,53,960,244,283,251,26
2019-12-01,2659.4,635.9,161.7,670.3,432.8,758.6,1297.4,255.5,11.3,121.4,316.5,592.8,1362,380.5,150.5,549,116.3,165.9,2706.9,1113.8,48.7,44.5,205.1,1294.9,2335.9,867.5,0.8,11.6,161.9,1294.1,371.1,246.3,47.9,32.9,43.3,0.7,4715,153,165,891,432,249,10,181,507,589,47,795,209,212,236,39
2019-11-01,2443.7,581.8,176.9,689.1,350.7,645.2,1255.2,237.2,13.4,147.9,269.5,587.2,1188.5,344.6,163.5,541.2,81.3,58,2577.2,627.6,30.1,131,661.8,1126.7,1826.9,294.6,0,0,491.9,1040.4,750.4,333,30.1,131,169.9,86.4,5182,167,186,937,455,252,5,241,623,679,47,810,208,273,271,28
2019-10-01,2451.7,606.9,168.1,674,376.1,626.7,1251.3,259.3,10.7,140.9,278.5,562,1200.5,347.7,157.3,533.2,97.6,64.7,2722.3,731.8,130.9,206.1,1099.2,554.4,1210.7,236.7,0.1,3.5,427.9,542.5,1511.7,495.1,130.8,202.6,671.2,11.9,5433,179,215,993,520,237,7,253,626,564,67,891,236,275,332,38
2019-09-01,2518.1,537.2,162.2,752.9,375.1,690.7,1190.6,230.7,10,173.7,255.8,520.4,1327.5,306.5,152.2,579.2,119.3,170.3,2838.8,615.3,149.3,355.3,544.2,1174.7,1608,258,0.3,16.1,352.3,981.3,1230.8,357.3,149,339.2,192,193.4,5549,189,190,934,527,302,6,282,645,590,63,969,224,288,305,35
2019-08-01,2320.7,570.7,166,608.1,327,648.9,1157,229.9,15.7,88.3,238.4,584.7,1163.7,340.8,150.3,519.8,88.6,64.2,2328.3,163.2,198.7,1609.8,136.4,220.2,1659.6,18.6,0.7,1308.4,123.4,208.7,668.7,144.6,198,301.4,13.1,11.6,5126,185,176,875,460,260,6,261,594,570,72,875,229,247,281,35
2019-07-01,2094,533.2,162.3,465.8,332.2,600.6,1128,225.6,12.2,117.1,252.3,520.8,966,307.6,150,348.7,79.9,79.8,4448.1,1165.3,136.3,817.3,2118.3,210.9,3231.7,418.9,8.3,672,1946.5,186,1216.4,746.3,128,145.3,171.8,25,5763,214,250,925,559,295,6,275,668,585,63,1005,252,288,338,40
2019-06-01,2318.3,540.6,206.8,519,342.3,709.5,1146.8,248.4,12.9,98.3,242.4,544.8,1171.4,292.2,193.9,420.7,99.9,164.7,3111.6,729.8,329.1,441.8,574.3,1036.6,1806,327.7,7.4,0.5,525,945.4,1305.6,402.2,321.7,441.3,49.3,91.2,4553,140,205,754,431,201,7,222,525,478,41,808,192,237,280,32
2019-05-01,2327.6,565.3,235.2,551.8,327,648.2,1140,236.5,5.4,103,233.6,561.6,1187.6,328.8,229.9,448.8,93.5,86.6,2459.1,651,134.6,998.1,176.4,498.9,1030.8,35.1,25.8,576.9,97.5,295.5,1428.2,615.9,108.8,421.2,79,203.4,5213,193,258,834,494,260,12,255,555,514,75,900,228,282,318,35
2019-04-01,2080.6,553.7,177,436,282.3,631.6,1061.4,262.1,6.4,30.8,207.4,554.7,1019.2,291.5,170.6,405.2,75,76.9,1705.7,941.2,51.2,175.6,187.7,350.1,778.5,404.4,3.9,0,138.2,232.1,927.2,536.9,47.3,175.6,49.5,118,5182,167,267,874,517,208,10,288,559,509,41,902,225,284,306,25
2019-03-01,2445.2,538.1,181.5,371.2,595.2,759.3,1484.7,240.7,8.4,95.8,500.7,639.2,960.5,297.4,173.2,275.4,94.5,120,3448.6,689.4,98.4,1014.7,507.1,1139,1647.6,482.8,6.9,65.5,374.3,718.1,1801,206.6,91.6,949.2,132.7,420.9,5370,177,324,842,492,244,13,281,548,509,64,977,245,283,338,33
2019-02-01,2031.9,501.5,193.2,362.3,327.3,647.7,1129.8,216.9,6.4,96.3,245.1,565,902.1,284.6,186.7,265.9,82.2,82.7,2511.2,366.4,484.3,1171.8,188.2,300.4,600.2,214.1,1.2,14,167.8,203.2,1911,152.4,483.1,1157.9,20.4,97.2,4015,141,192,665,391,191,11,183,422,358,44,732,202,223,235,25
2019-01-01,2608.7,512.4,197,739.9,388.1,771.4,1284.2,223.6,5.5,120.7,267.6,666.8,1324.5,288.8,191.5,619.1,120.5,104.6,2666.1,775.5,53.3,540,187.5,1109.8,1290.7,35.2,1.9,0,152.6,1101,1375.4,740.3,51.4,540,35,8.8,5472,197,288,896,520,271,8,263,562,522,67,920,285,321,309,43
2018-12-01,2298.2,568.7,216.6,477.7,359.5,675.7,1165.3,254.6,7.7,128.2,256.9,518,1132.8,314.2,208.9,349.5,102.5,157.7,5627.1,1078.6,86.1,330.8,234.6,3897,5054.7,827,17.9,241.9,115.3,3852.6,572.4,251.7,68.2,88.9,119.3,44.4,4092,120,192,736,372,247,15,199,427,422,39,693,177,178,256,19
2018-11-01,2144,540.3,229.9,448,300.3,625.6,1117.1,242.8,8.4,91.1,231.7,543.2,1026.9,297.5,221.5,356.9,68.6,82.4,1443,736.6,191.3,146.3,159.8,208.9,569.3,248.1,1.3,43.2,77.5,199.3,873.6,488.6,190,103.1,82.4,9.6,4742,182,204,812,433,209,6,251,571,489,45,796,206,255,256,27
2018-10-01,2375.3,576.1,254.6,631.3,311.7,601.5,1125.4,264.8,7.7,73.9,244.9,534.2,1249.9,311.3,247,557.4,66.9,67.3,2275.9,896.6,70.4,294.9,856.2,157.8,1234.9,328.2,3.8,0,745.3,157.6,1041.1,568.4,66.6,294.9,110.9,0.3,5395,186,263,891,454,258,11,289,641,525,50,960,229,306,297,35
2018-09-01,2258.6,564.4,244.3,487.7,314.3,647.9,1111.6,277.9,6.5,95.2,231.7,500.3,1147,286.4,237.8,392.6,82.5,147.7,1677.2,372.7,182.8,708.2,287.4,126.2,340.1,9.4,0.1,5,230.4,95.3,1337.1,363.3,182.7,703.2,57,30.9,4812,153,199,839,373,206,9,269,581,507,40,823,226,282,272,33
2018-08-01,2173.1,563.2,250,405.9,322.4,631.7,1154.3,256.7,7.9,76.4,253.6,559.7,1018.8,306.4,242.1,329.5,68.8,72,2202,982.5,29.3,343.1,735.9,111.3,911.5,126.3,0.9,8.8,672,103.4,1290.6,856.1,28.3,334.3,63.9,7.9,5551,166,223,908,486,227,9,301,840,490,53,976,219,328,296,29
2018-07-01,2136.7,563.6,233.1,456,310.4,573.6,1098.7,252.9,9.1,115.9,230.5,490.2,1038,310.8,224,340.1,79.9,83.3,2670.6,1026.2,169.7,194.7,353.1,927,1663.7,408.4,57.5,22.8,292.5,882.6,1006.9,617.8,112.2,171.9,60.5,44.4,5555,173,241,857,474,254,8,310,865,488,68,933,249,282,322,31
2018-06-01,2161.1,522.6,229.7,396.3,314.9,697.6,1078,250,7.5,52,243.3,525.2,1083.2,272.6,222.3,344.3,71.5,172.4,2116.6,694,40.1,805.7,270.1,306.7,1223.6,252.4,3.5,457.5,237.1,273.1,893.1,441.6,36.6,348.2,33.1,33.6,5102,135,203,801,434,233,10,299,698,548,55,914,215,265,262,30
2018-05-01,2162.5,571.4,248.8,439.6,299.7,603.1,1107.3,267.2,5.9,92.1,220.9,521.2,1055.2,304.2,242.8,347.5,78.8,81.9,2359.4,567.6,92,102.5,274.8,1322.4,1896.2,383.1,1,0,233.7,1278.4,463.3,184.5,91.1,102.5,41.1,44.1,5474,169,229,873,455,261,7,334,767,519,72,921,242,326,262,37
2018-04-01,2148.3,550.3,254.7,574.3,258.2,510.9,940.3,262,15.5,53,178.3,431.5,1208.1,288.3,239.2,521.3,79.9,79.4,1776,925.4,126.8,189.1,304.5,230.2,865.2,384,2.2,0,258.1,220.8,910.9,541.4,124.6,189.1,46.4,9.4,5475,181,282,936,439,284,10,286,695,469,62,953,255,289,317,17
2018-03-01,2438.4,489.1,232,383.1,421.7,912.4,1427.8,219.6,12.1,91.3,340.7,764.1,1010.6,269.5,219.9,291.8,81,148.4,2312.9,203.4,40.2,237.9,1369.5,461.9,1740.3,42.4,0.5,0,1236.3,461.1,572.6,161,39.7,237.9,133.2,0.8,5549,138,259,852,459,331,8,305,726,516,75,954,258,315,310,43
2018-02-01,1992.2,497.6,208.6,317.6,367.2,601.2,1113.8,197.7,14,95.3,304.2,502.7,878.5,300,194.6,222.4,63,98.5,3325.6,190.1,218,1305.2,237.7,1374.7,1663,99.7,4.7,0,187.1,1371.5,1662.6,90.4,213.3,1305.2,50.6,3.2,4349,124,168,693,348,202,5,216,698,390,57,775,200,243,207,23
2018-01-01,2310.9,610.5,300.9,336.1,431.4,632.1,1208.5,264.9,22.8,81,331.8,508.1,1102.4,345.6,278,255.1,99.6,124.1,2748.9,1345.7,211,149.4,703.4,339.6,1133.9,733.4,0,0,74,326.6,1615,612.3,211,149.4,629.4,13,5708,192,253,968,489,302,5,282,686,503,76,1035,257,331,296,33
2017-12-01,2353.9,573.2,222.7,395.7,387.3,775,1304,254.5,12.2,85.4,290.7,661.2,1049.9,318.7,210.5,310.3,96.7,113.8,2394.9,552.6,61.5,574.9,179.6,1026.3,1408.4,221.8,7.6,460.1,137.3,581.6,986.6,330.8,53.9,114.9,42.3,444.8,4128,130,176,733,344,261,11,225,432,403,65,682,175,257,210,24
2017-11-01,2329.9,644.2,247.9,359.2,422.1,656.6,1273.2,262,17.3,93,351.8,549.2,1056.7,382.2,230.5,266.2,70.3,107.4,3958.4,797.2,44.4,149.1,670.1,2297.6,2984.2,253.8,1.6,27.4,430.8,2270.7,974.2,543.4,42.8,121.7,239.3,26.9,5051,150,225,854,441,308,6,322,521,515,76,804,208,315,277,29
2017-10-01,2263.1,573,220.2,406.1,379.8,684.1,1238.5,241.7,10.1,98.2,309,579.5,1024.6,331.3,210.1,307.9,70.7,104.6,1533.1,507.5,164.4,100.1,73.1,688.1,951.4,194.3,0,10.4,60,686.7,581.8,313.2,164.4,89.7,13.1,1.3,4997,153,204,805,491,295,7,296,476,450,68,837,259,338,274,44
2017-09-01,2239.8,611.5,226.3,400.1,401.8,600.1,1159,252.3,19.2,78,314.4,495.2,1080.8,359.2,207,322.2,87.4,104.9,4084.3,157.5,28,145.8,151.2,3601.8,3751.5,99.8,0.6,21.2,118.1,3511.8,332.8,57.7,27.4,124.6,33.1,90,4935,148,225,823,443,480,5,276,494,443,67,763,220,267,254,27
2017-08-01,2248.1,621.1,216,370.7,430.3,610.1,1210.4,270,14.6,53.6,349.4,522.8,1037.8,351.1,201.4,317,80.9,87.3,1119.2,531.7,39.7,150.6,333.1,64.1,612.6,287.5,0,0,296.9,28.2,506.7,244.2,39.7,150.6,36.3,35.9,5474,179,249,877,483,547,7,312,457,495,79,889,252,319,298,31
2017-07-01,2154.3,613.5,224.3,364.3,392.5,559.8,1126,244.2,13.5,89.1,309.4,469.7,1028.4,369.2,210.8,275.2,83.1,90.1,2054.8,824.7,619.2,234.9,156.1,219.9,804.2,525.9,7.9,21.8,118.4,130.4,1250.6,298.9,611.3,213.1,37.8,89.5,5464,181,275,837,456,681,8,306,520,396,60,859,260,299,306,20
2017-06-01,2291.5,607.5,237.6,374.4,432.5,639.6,1210.4,250.7,15.8,70.2,353.9,519.8,1081.1,356.8,221.7,304.2,78.6,119.8,1867.7,305.4,93.4,822.3,136.5,510.1,1059.8,173.8,5.1,424,94.4,362.4,808,131.6,88.3,398.3,42.1,147.7,5300,148,254,819,457,826,7,272,460,420,72,804,228,247,255,31
2017-05-01,2259,642.3,244.3,330,431.9,610.6,1179.8,246.2,16.9,68.1,359.5,489.1,1079.2,396.1,227.4,261.9,72.4,121.4,1352.5,517,131.2,361.1,192.2,151.1,554.6,261.1,64.8,1.2,96.3,131.2,797.9,255.9,66.3,359.9,95.9,19.9,5771,189,258,929,514,854,10,282,460,428,68,861,240,322,321,35
